server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_16,22:26:40,22:27:10,54.64,62.34,""
server_16,22:26:50,22:27:20,68.05,45.36,""
server_16,22:27:00,22:27:30,56.03,34.24,""
server_16,22:27:10,22:27:40,49.34,39.19,""
server_16,22:27:20,22:27:50,52.76,40.99,""
server_16,22:27:30,22:28:00,55.63,44.75,""
server_16,22:27:40,22:28:10,70.93,49.57,""
server_16,22:27:50,22:28:20,51.03,54.52,""
server_16,22:28:00,22:28:30,62.28,60.16,""
server_16,22:28:10,22:28:40,48.58,57.02,""
server_16,22:28:20,22:28:50,60.29,49.71,""
server_16,22:28:30,22:29:00,52.39,40.76,""
server_16,22:28:40,22:29:10,47.91,50.19,""
server_16,22:28:50,22:29:20,52.51,56.98,""
server_16,22:29:00,22:29:30,45.56,68.22,""
server_16,22:29:10,22:29:40,40.15,62.3,""
server_16,22:29:20,22:29:50,40.55,63.29,""
server_16,22:29:30,22:30:00,36.96,55.55,""
server_16,22:29:40,22:30:10,43.16,56.39,""
server_16,22:29:50,22:30:20,31.91,45.11,""
server_16,22:30:00,22:30:30,45.38,37.86,""
server_16,22:30:10,22:30:40,37.49,41.1,""
server_16,22:30:20,22:30:50,52.71,43.43,""
server_16,22:30:30,22:31:00,50.65,53.24,""
server_16,22:30:40,22:31:10,61.43,48.69,""
server_16,22:30:50,22:31:20,50.35,55.69,""
server_16,22:31:00,22:31:30,48.58,56.04,""
server_16,22:31:10,22:31:40,46.02,52.17,""
server_16,22:31:20,22:31:50,51.47,49.3,""
server_16,22:31:30,22:32:00,49.69,42.09,""
server_16,22:31:40,22:32:10,45.57,39.18,""
server_16,22:31:50,22:32:20,41.79,40.48,""
server_16,22:32:00,22:32:30,41.24,38.37,""
server_16,22:32:10,22:32:40,51.76,47.49,""
server_16,22:32:20,22:32:50,68.67,60.62,""
server_16,22:32:30,22:33:00,62.35,59.81,""
server_16,22:32:40,22:33:10,68.78,54.08,""
server_16,22:32:50,22:33:20,56.34,35.55,""
server_16,22:33:00,22:33:30,79.66,41.96,CPU spike suspected
server_16,22:33:10,22:33:40,69.28,47.48,""
server_16,22:33:20,22:33:50,61.61,55.76,""
server_16,22:33:30,22:34:00,54.55,67.14,""
server_16,22:33:40,22:34:10,54.99,64.11,""
server_16,22:33:50,22:34:20,71.05,61.42,""
server_16,22:34:00,22:34:30,54.05,53.31,""
server_16,22:34:10,22:34:40,49.79,53.31,""
server_16,22:34:20,22:34:50,35.48,51.84,""
server_16,22:34:30,22:35:00,46.97,43.0,""
server_16,22:34:40,22:35:10,56.07,47.75,""
server_16,22:34:50,22:35:20,58.8,41.49,""
server_16,22:35:00,22:35:30,41.53,63.2,""
server_16,22:35:10,22:35:40,44.35,65.04,""
server_16,22:35:20,22:35:50,52.08,78.89,Memory saturation suspected
server_16,22:35:30,22:36:00,71.08,70.15,""
server_16,22:35:40,22:36:10,72.08,59.15,""
server_16,22:35:50,22:36:20,62.03,44.99,""
server_16,22:36:00,22:36:30,55.33,41.43,""
server_16,22:36:10,22:36:40,51.39,44.94,""
server_16,22:36:20,22:36:50,57.99,55.69,""
server_16,22:36:30,22:37:00,70.33,58.6,""
server_16,22:36:40,22:37:10,59.63,63.64,""
server_16,22:36:50,22:37:20,54.44,60.47,""
server_16,22:37:00,22:37:30,56.92,56.58,""
server_16,22:37:10,22:37:40,60.15,52.1,""
server_16,22:37:20,22:37:50,61.95,56.3,""
server_16,22:37:30,22:38:00,50.3,55.92,""
server_16,22:37:40,22:38:10,49.44,52.16,""
server_16,22:37:50,22:38:20,46.15,47.13,""
server_16,22:38:00,22:38:30,42.48,45.12,""
server_16,22:38:10,22:38:40,52.21,43.8,""
server_16,22:38:20,22:38:50,48.31,53.29,""
server_16,22:38:30,22:39:00,52.4,47.7,""
server_16,22:38:40,22:39:10,41.16,53.6,""
server_16,22:38:50,22:39:20,48.48,41.76,""
server_16,22:39:00,22:39:30,38.27,55.23,""
server_16,22:39:10,22:39:40,49.91,62.28,""
server_16,22:39:20,22:39:50,41.97,59.69,""
server_16,22:39:30,22:40:00,53.54,57.34,""
server_16,22:39:40,22:40:10,43.37,45.86,""
server_16,22:39:50,22:40:20,45.0,52.67,""
server_16,22:40:00,22:40:30,44.44,53.72,""
server_16,22:40:10,22:40:40,56.84,53.86,""
server_16,22:40:20,22:40:50,61.09,49.21,""
server_16,22:40:30,22:41:00,62.24,44.97,""
server_16,22:40:40,22:41:10,63.0,56.17,""
server_16,22:40:50,22:41:20,77.27,73.32,CPU spike suspected
server_16,22:41:00,22:41:30,74.89,72.3,""
server_16,22:41:10,22:41:40,73.32,77.08,Memory saturation suspected
server_16,22:41:20,22:41:50,69.61,75.91,Memory saturation suspected
server_16,22:41:30,22:42:00,61.42,82.87,Memory saturation suspected
server_16,22:41:40,22:42:10,51.27,71.6,""
server_16,22:41:50,22:42:20,42.67,59.8,""
server_16,22:42:00,22:42:30,60.4,55.83,""
server_16,22:42:10,22:42:40,66.32,57.31,""
server_16,22:42:20,22:42:50,73.25,51.57,""
server_16,22:42:30,22:43:00,66.46,38.86,""
server_16,22:42:40,22:43:10,66.04,42.88,""
server_16,22:42:50,22:43:20,58.37,40.69,""
server_16,22:43:00,22:43:30,60.02,55.97,""
server_16,22:43:10,22:43:40,56.51,52.08,""
server_16,22:43:20,22:43:50,65.51,67.08,""
server_16,22:43:30,22:44:00,62.1,63.47,""
server_16,22:43:40,22:44:10,70.62,56.57,""
server_16,22:43:50,22:44:20,73.2,54.88,""
server_16,22:44:00,22:44:30,68.44,51.63,""
server_16,22:44:10,22:44:40,65.75,57.22,""
server_16,22:44:20,22:44:50,64.52,55.92,""
server_16,22:44:30,22:45:00,75.25,52.16,""
server_16,22:44:40,22:45:10,73.42,58.79,""
server_16,22:44:50,22:45:20,70.82,44.98,""
server_16,22:45:00,22:45:30,59.22,46.35,""
server_16,22:45:10,22:45:40,50.4,40.55,""
server_16,22:45:20,22:45:50,46.06,53.67,""
server_16,22:45:30,22:46:00,56.71,59.37,""
server_16,22:45:40,22:46:10,66.77,58.58,""
server_16,22:45:50,22:46:20,57.58,49.54,""
server_16,22:46:00,22:46:30,51.86,36.85,""
server_16,22:46:10,22:46:40,44.83,36.52,""
server_16,22:46:20,22:46:50,47.82,43.62,""
server_16,22:46:30,22:47:00,53.03,46.58,""
server_16,22:46:40,22:47:10,59.96,50.0,""
server_16,22:46:50,22:47:20,63.05,62.76,""
server_16,22:47:00,22:47:30,58.2,59.23,""
server_16,22:47:10,22:47:40,56.93,58.75,""
server_16,22:47:20,22:47:50,59.47,50.55,""
server_16,22:47:30,22:48:00,65.66,59.9,""
server_16,22:47:40,22:48:10,68.27,52.43,""
server_16,22:47:50,22:48:20,67.8,53.01,""
server_16,22:48:00,22:48:30,58.21,50.53,""
server_16,22:48:10,22:48:40,46.69,54.09,""
server_16,22:48:20,22:48:50,44.02,50.88,""
server_16,22:48:30,22:49:00,38.4,48.62,""
server_16,22:48:40,22:49:10,44.46,54.1,""
server_16,22:48:50,22:49:20,42.43,48.75,""
server_16,22:49:00,22:49:30,59.2,45.63,""
server_16,22:49:10,22:49:40,62.16,33.73,""
server_16,22:49:20,22:49:50,71.05,31.01,""
server_16,22:49:30,22:50:00,65.62,42.83,""
server_16,22:49:40,22:50:10,58.98,51.99,""
server_16,22:49:50,22:50:20,39.88,60.03,""
server_16,22:50:00,22:50:30,35.94,60.12,""
server_16,22:50:10,22:50:40,45.32,65.56,""
server_16,22:50:20,22:50:50,64.69,68.58,""
server_16,22:50:30,22:51:00,63.56,78.36,Memory saturation suspected
server_16,22:50:40,22:51:10,44.64,85.34,Memory saturation suspected
server_16,22:50:50,22:51:20,40.26,66.93,""
server_16,22:51:00,22:51:30,48.54,48.91,""
server_16,22:51:10,22:51:40,60.0,36.29,""
server_16,22:51:20,22:51:50,62.29,39.18,""
server_16,22:51:30,22:52:00,59.97,36.56,""
server_16,22:51:40,22:52:10,54.09,39.7,""
server_16,22:51:50,22:52:20,53.19,43.56,""
server_16,22:52:00,22:52:30,37.54,55.97,""
server_16,22:52:10,22:52:40,51.65,57.7,""
server_16,22:52:20,22:52:50,47.5,58.74,""
server_16,22:52:30,22:53:00,50.46,48.43,""
server_16,22:52:40,22:53:10,39.74,36.88,""
server_16,22:52:50,22:53:20,28.51,33.18,""
server_17,20:53:00,20:53:30,46.2,46.95,""
server_17,20:53:10,20:53:40,54.48,51.2,""
server_17,20:53:20,20:53:50,52.74,45.47,""
server_17,20:53:30,20:54:00,54.16,44.56,""
server_17,20:53:40,20:54:10,51.77,38.99,""
server_17,20:53:50,20:54:20,49.2,40.98,""
server_17,20:54:00,20:54:30,50.85,55.6,""
server_17,20:54:10,20:54:40,53.79,60.4,""
server_17,20:54:20,20:54:50,48.89,59.8,""
server_17,20:54:30,20:55:00,52.38,42.82,""
server_17,20:54:40,20:55:10,44.26,46.73,""
server_17,20:54:50,20:55:20,55.6,60.86,""
server_17,20:55:00,20:55:30,53.29,55.06,""
server_17,20:55:10,20:55:40,59.5,45.81,""
server_17,20:55:20,20:55:50,46.7,45.08,""
server_17,20:55:30,20:56:00,44.72,67.15,""
server_17,20:55:40,20:56:10,43.26,67.35,""
server_17,20:55:50,20:56:20,52.3,62.13,""
server_17,20:56:00,20:56:30,58.06,49.97,""
server_17,20:56:10,20:56:40,54.72,50.24,""
server_17,20:56:20,20:56:50,43.22,38.87,""
server_17,20:56:30,20:57:00,35.42,38.23,""
server_17,20:56:40,20:57:10,32.24,42.12,""
server_17,20:56:50,20:57:20,29.41,55.09,""
server_17,20:57:00,20:57:30,25.47,49.55,""
server_17,20:57:10,20:57:40,34.35,47.96,""
server_17,20:57:20,20:57:50,41.86,39.24,""
server_17,20:57:30,20:58:00,49.18,58.28,""
server_17,20:57:40,20:58:10,47.4,71.93,""
server_17,20:57:50,20:58:20,50.37,84.5,Memory saturation suspected
server_17,20:58:00,20:58:30,50.46,71.73,""
server_17,20:58:10,20:58:40,48.78,61.18,""
server_17,20:58:20,20:58:50,58.74,68.76,""
server_17,20:58:30,20:59:00,65.27,65.74,""
server_17,20:58:40,20:59:10,62.69,72.51,""
server_17,20:58:50,20:59:20,63.05,66.75,""
server_17,20:59:00,20:59:30,61.27,64.95,""
server_17,20:59:10,20:59:40,75.41,62.73,""
server_17,20:59:20,20:59:50,74.0,56.34,""
server_17,20:59:30,21:00:00,72.21,61.86,""
server_17,20:59:40,21:00:10,65.42,49.91,""
server_17,20:59:50,21:00:20,63.7,49.44,""
server_17,21:00:00,21:00:30,67.57,43.64,""
server_17,21:00:10,21:00:40,71.92,46.02,""
server_17,21:00:20,21:00:50,67.43,44.08,""
server_17,21:00:30,21:01:00,62.38,47.69,""
server_17,21:00:40,21:01:10,59.76,56.44,""
server_17,21:00:50,21:01:20,65.37,49.3,""
server_17,21:01:00,21:01:30,55.93,45.63,""
server_17,21:01:10,21:01:40,49.35,36.99,""
server_17,21:01:20,21:01:50,32.35,50.44,""
server_17,21:01:30,21:02:00,41.6,56.33,""
server_17,21:01:40,21:02:10,50.94,67.73,""
server_17,21:01:50,21:02:20,73.35,50.7,""
server_17,21:02:00,21:02:30,78.23,59.07,CPU spike suspected
server_17,21:02:10,21:02:40,60.78,51.45,""
server_17,21:02:20,21:02:50,50.59,56.07,""
server_17,21:02:30,21:03:00,33.27,54.58,""
server_17,21:02:40,21:03:10,41.07,52.16,""
server_17,21:02:50,21:03:20,40.67,71.23,""
server_17,21:03:00,21:03:30,43.33,60.42,""
server_17,21:03:10,21:03:40,43.22,63.05,""
server_17,21:03:20,21:03:50,43.49,47.39,""
server_17,21:03:30,21:04:00,53.64,42.74,""
server_17,21:03:40,21:04:10,58.68,33.27,""
server_17,21:03:50,21:04:20,45.65,35.46,""
server_17,21:04:00,21:04:30,32.64,46.57,""
server_17,21:04:10,21:04:40,35.69,49.63,""
server_17,21:04:20,21:04:50,52.03,54.01,""
server_17,21:04:30,21:05:00,57.13,46.74,""
server_17,21:04:40,21:05:10,59.19,44.76,""
server_17,21:04:50,21:05:20,58.5,36.65,""
server_17,21:05:00,21:05:30,64.92,37.07,""
server_17,21:05:10,21:05:40,66.88,45.75,""
server_17,21:05:20,21:05:50,73.35,43.61,""
server_17,21:05:30,21:06:00,72.58,44.82,""
server_17,21:05:40,21:06:10,68.61,51.39,""
server_17,21:05:50,21:06:20,61.49,51.84,""
server_17,21:06:00,21:06:30,62.05,56.55,""
server_17,21:06:10,21:06:40,49.98,52.88,""
server_17,21:06:20,21:06:50,41.68,53.81,""
server_17,21:06:30,21:07:00,27.77,53.2,""
server_17,21:06:40,21:07:10,29.41,45.93,""
server_17,21:06:50,21:07:20,24.18,54.97,""
server_17,21:07:00,21:07:30,31.62,51.57,""
server_17,21:07:10,21:07:40,40.5,57.27,""
server_17,21:07:20,21:07:50,54.3,67.49,""
server_17,21:07:30,21:08:00,53.76,65.06,""
server_17,21:07:40,21:08:10,43.66,59.06,""
server_17,21:07:50,21:08:20,47.48,50.44,""
server_17,21:08:00,21:08:30,54.96,52.47,""
server_17,21:08:10,21:08:40,71.3,66.56,""
server_17,21:08:20,21:08:50,65.17,56.77,""
server_17,21:08:30,21:09:00,54.09,49.9,""
server_17,21:08:40,21:09:10,51.74,37.71,""
server_17,21:08:50,21:09:20,59.87,33.46,""
server_17,21:09:00,21:09:30,72.31,48.17,""
server_17,21:09:10,21:09:40,66.78,52.99,""
server_17,21:09:20,21:09:50,64.04,68.76,""
server_17,21:09:30,21:10:00,58.1,59.18,""
server_17,21:09:40,21:10:10,50.59,54.64,""
server_17,21:09:50,21:10:20,49.28,53.5,""
server_17,21:10:00,21:10:30,44.57,59.38,""
server_17,21:10:10,21:10:40,55.1,67.23,""
server_17,21:10:20,21:10:50,57.86,57.04,""
server_17,21:10:30,21:11:00,67.8,53.77,""
server_17,21:10:40,21:11:10,58.65,46.17,""
server_17,21:10:50,21:11:20,59.37,62.11,""
server_17,21:11:00,21:11:30,54.58,60.35,""
server_17,21:11:10,21:11:40,72.16,60.62,""
server_17,21:11:20,21:11:50,63.71,45.49,""
server_17,21:11:30,21:12:00,73.82,44.52,""
server_17,21:11:40,21:12:10,56.67,41.83,""
server_17,21:11:50,21:12:20,70.11,58.88,""
server_17,21:12:00,21:12:30,58.37,62.97,""
server_17,21:12:10,21:12:40,59.66,61.97,""
server_17,21:12:20,21:12:50,41.87,47.0,""
server_17,21:12:30,21:13:00,37.43,41.41,""
server_17,21:12:40,21:13:10,41.84,35.48,""
server_17,21:12:50,21:13:20,49.81,38.08,""
server_17,21:13:00,21:13:30,64.88,37.75,""
server_17,21:13:10,21:13:40,71.81,39.85,""
server_17,21:13:20,21:13:50,64.53,38.04,""
server_17,21:13:30,21:14:00,47.52,37.66,""
server_17,21:13:40,21:14:10,29.71,49.77,""
server_17,21:13:50,21:14:20,35.93,50.69,""
server_17,21:14:00,21:14:30,35.3,63.33,""
server_17,21:14:10,21:14:40,45.5,60.46,""
server_17,21:14:20,21:14:50,43.44,57.01,""
server_17,21:14:30,21:15:00,52.19,50.73,""
server_17,21:14:40,21:15:10,57.21,56.45,""
server_17,21:14:50,21:15:20,58.9,73.1,""
server_17,21:15:00,21:15:30,62.45,73.71,""
server_17,21:15:10,21:15:40,49.11,62.05,""
server_17,21:15:20,21:15:50,51.35,54.23,""
server_17,21:15:30,21:16:00,55.85,63.7,""
server_17,21:15:40,21:16:10,70.21,63.99,""
server_17,21:15:50,21:16:20,68.64,59.02,""
server_17,21:16:00,21:16:30,63.22,47.38,""
server_17,21:16:10,21:16:40,53.16,45.55,""
server_17,21:16:20,21:16:50,50.61,45.44,""
server_17,21:16:30,21:17:00,57.83,52.47,""
server_17,21:16:40,21:17:10,66.89,53.29,""
server_17,21:16:50,21:17:20,70.25,52.56,""
server_17,21:17:00,21:17:30,68.41,52.66,""
server_17,21:17:10,21:17:40,57.16,55.9,""
server_17,21:17:20,21:17:50,54.64,52.45,""
server_17,21:17:30,21:18:00,41.16,39.73,""
server_17,21:17:40,21:18:10,46.47,54.46,""
server_17,21:17:50,21:18:20,45.43,60.16,""
server_17,21:18:00,21:18:30,63.04,73.62,""
server_17,21:18:10,21:18:40,60.64,73.46,""
server_17,21:18:20,21:18:50,59.18,70.51,""
server_17,21:18:30,21:19:00,51.13,66.53,""
server_17,21:18:40,21:19:10,43.73,48.02,""
server_17,21:18:50,21:19:20,39.94,43.11,""
server_17,21:19:00,21:19:30,35.61,37.44,""
server_17,21:19:10,21:19:40,49.9,37.0,""
server_17,21:19:20,21:19:50,48.52,40.58,""
server_17,21:19:30,21:20:00,49.56,41.53,""
server_17,21:19:40,21:20:10,47.56,53.9,""
server_17,21:19:50,21:20:20,56.95,54.83,""
server_17,21:20:00,21:20:30,56.04,56.02,""
server_17,21:20:10,21:20:40,60.74,55.07,""
server_17,21:20:20,21:20:50,63.03,63.04,""
server_17,21:20:30,21:21:00,66.63,64.19,""
server_17,21:20:40,21:21:10,46.54,73.39,""
server_17,21:20:50,21:21:20,43.95,73.04,""
server_17,21:21:00,21:21:30,40.45,73.37,""
server_17,21:21:10,21:21:40,50.05,55.29,""
server_17,21:21:20,21:21:50,44.6,48.03,""
server_17,21:21:30,21:22:00,40.85,57.73,""
server_17,21:21:40,21:22:10,53.04,72.73,""
server_17,21:21:50,21:22:20,52.38,69.55,""
server_17,21:22:00,21:22:30,57.6,61.58,""
server_17,21:22:10,21:22:40,52.67,56.77,""
server_17,21:22:20,21:22:50,68.78,62.32,""
server_17,21:22:30,21:23:00,70.42,61.04,""
server_17,21:22:40,21:23:10,80.48,67.7,CPU spike suspected
server_17,21:22:50,21:23:20,65.32,65.44,""
server_17,21:23:00,21:23:30,71.05,59.37,""
server_17,21:23:10,21:23:40,56.88,34.89,""
server_17,21:23:20,21:23:50,57.75,35.21,""
server_17,21:23:30,21:24:00,43.58,33.38,""
server_17,21:23:40,21:24:10,50.8,41.79,""
server_17,21:23:50,21:24:20,50.92,41.95,""
server_17,21:24:00,21:24:30,57.59,44.17,""
server_17,21:24:10,21:24:40,57.19,53.13,""
server_17,21:24:20,21:24:50,57.6,49.57,""
server_17,21:24:30,21:25:00,55.49,51.27,""
server_17,21:24:40,21:25:10,54.21,53.64,""
server_17,21:24:50,21:25:20,51.49,51.9,""
server_17,21:25:00,21:25:30,48.9,52.5,""
server_17,21:25:10,21:25:40,29.64,46.55,""
server_17,21:25:20,21:25:50,30.69,48.99,""
server_17,21:25:30,21:26:00,26.37,45.77,""
server_17,21:25:40,21:26:10,35.21,40.26,""
server_17,21:25:50,21:26:20,44.25,35.41,""
server_17,21:26:00,21:26:30,44.82,31.9,""
server_17,21:26:10,21:26:40,52.81,25.04,""
server_17,21:26:20,21:26:50,41.29,30.69,""
server_17,21:26:30,21:27:00,52.74,40.49,""
server_17,21:26:40,21:27:10,57.3,47.49,""
server_17,21:26:50,21:27:20,55.16,52.25,""
server_17,21:27:00,21:27:30,52.34,49.24,""
server_17,21:27:10,21:27:40,43.54,53.2,""
server_17,21:27:20,21:27:50,47.15,61.18,""
server_17,21:27:30,21:28:00,50.42,60.4,""
server_17,21:27:40,21:28:10,54.0,61.87,""
server_17,21:27:50,21:28:20,66.33,56.5,""
server_17,21:28:00,21:28:30,61.03,55.45,""
server_17,21:28:10,21:28:40,54.39,50.33,""
server_17,21:28:20,21:28:50,49.38,49.52,""
server_17,21:28:30,21:29:00,51.07,51.78,""
server_17,21:28:40,21:29:10,51.47,54.1,""
server_17,21:28:50,21:29:20,40.05,56.55,""
server_17,21:29:00,21:29:30,44.77,54.25,""
server_17,21:29:10,21:29:40,51.29,52.8,""
server_17,21:29:20,21:29:50,60.91,44.3,""
server_17,21:29:30,21:30:00,58.24,48.77,""
server_17,21:29:40,21:30:10,49.29,46.72,""
server_17,21:29:50,21:30:20,52.41,53.6,""
server_17,21:30:00,21:30:30,53.56,59.06,""
server_17,21:30:10,21:30:40,58.66,56.51,""
server_17,21:30:20,21:30:50,62.94,47.64,""
server_17,21:30:30,21:31:00,60.13,43.8,""
server_17,21:30:40,21:31:10,44.4,60.98,""
server_17,21:30:50,21:31:20,45.19,63.36,""
server_17,21:31:00,21:31:30,38.73,62.26,""
server_17,21:31:10,21:31:40,50.23,48.23,""
server_17,21:31:20,21:31:50,44.69,42.54,""
server_17,21:31:30,21:32:00,44.88,37.4,""
server_17,21:31:40,21:32:10,54.4,34.17,""
server_17,21:31:50,21:32:20,58.94,36.59,""
server_17,21:32:00,21:32:30,73.88,36.0,""
server_17,21:32:10,21:32:40,63.34,40.91,""
server_17,21:32:20,21:32:50,50.53,42.6,""
server_17,21:32:30,21:33:00,47.57,51.84,""
server_17,21:32:40,21:33:10,60.16,61.77,""
server_17,21:32:50,21:33:20,64.87,66.18,""
server_17,21:33:00,21:33:30,58.34,66.75,""
server_17,21:33:10,21:33:40,63.05,68.82,""
server_17,21:33:20,21:33:50,74.99,66.89,""
server_17,21:33:30,21:34:00,73.98,60.05,""
server_17,21:33:40,21:34:10,51.06,51.93,""
server_17,21:33:50,21:34:20,36.76,53.41,""
server_17,21:34:00,21:34:30,44.7,47.11,""
server_17,21:34:10,21:34:40,48.76,50.06,""
server_17,21:34:20,21:34:50,58.43,59.6,""
server_17,21:34:30,21:35:00,49.79,63.82,""
server_17,21:34:40,21:35:10,59.62,61.21,""
server_17,21:34:50,21:35:20,55.33,52.59,""
server_17,21:35:00,21:35:30,52.06,53.25,""
server_17,21:35:10,21:35:40,49.63,54.32,""
server_17,21:35:20,21:35:50,45.77,52.31,""
server_17,21:35:30,21:36:00,51.15,50.15,""
server_17,21:35:40,21:36:10,54.41,50.84,""
server_17,21:35:50,21:36:20,62.27,61.81,""
server_17,21:36:00,21:36:30,60.66,61.73,""
server_17,21:36:10,21:36:40,53.07,57.37,""
server_17,21:36:20,21:36:50,50.61,49.49,""
server_17,21:36:30,21:37:00,53.14,50.74,""
server_17,21:36:40,21:37:10,48.88,64.32,""
server_17,21:36:50,21:37:20,48.53,66.55,""
server_17,21:37:00,21:37:30,49.75,68.34,""
server_17,21:37:10,21:37:40,59.03,56.87,""
server_17,21:37:20,21:37:50,57.24,49.07,""
server_17,21:37:30,21:38:00,49.75,60.08,""
server_17,21:37:40,21:38:10,44.39,56.67,""
server_17,21:37:50,21:38:20,34.81,65.93,""
server_17,21:38:00,21:38:30,40.22,71.73,""
server_17,21:38:10,21:38:40,55.18,77.39,Memory saturation suspected
server_17,21:38:20,21:38:50,58.32,69.23,""
server_17,21:38:30,21:39:00,56.71,50.79,""
server_17,21:38:40,21:39:10,48.91,45.78,""
server_17,21:38:50,21:39:20,55.59,40.48,""
server_17,21:39:00,21:39:30,54.24,48.87,""
server_17,21:39:10,21:39:40,50.6,52.41,""
server_17,21:39:20,21:39:50,43.2,55.24,""
server_17,21:39:30,21:40:00,41.23,60.41,""
server_17,21:39:40,21:40:10,32.68,61.15,""
server_17,21:39:50,21:40:20,41.53,65.83,""
server_17,21:40:00,21:40:30,45.02,67.8,""
server_17,21:40:10,21:40:40,44.43,68.5,""
server_17,21:40:20,21:40:50,49.72,74.43,Memory saturation suspected
server_17,21:40:30,21:41:00,53.29,50.41,""
server_17,21:40:40,21:41:10,60.5,44.17,""
server_17,21:40:50,21:41:20,48.32,33.49,""
server_17,21:41:00,21:41:30,53.17,37.4,""
server_17,21:41:10,21:41:40,50.08,41.36,""
server_17,21:41:20,21:41:50,54.42,49.59,""
server_17,21:41:30,21:42:00,41.63,62.09,""
server_17,21:41:40,21:42:10,46.81,60.91,""
server_17,21:41:50,21:42:20,43.47,56.49,""
server_17,21:42:00,21:42:30,53.57,47.48,""
server_17,21:42:10,21:42:40,45.75,50.62,""
server_17,21:42:20,21:42:50,43.81,49.56,""
server_17,21:42:30,21:43:00,48.12,60.64,""
server_17,21:42:40,21:43:10,59.29,56.89,""
server_17,21:42:50,21:43:20,60.91,56.7,""
server_17,21:43:00,21:43:30,54.18,63.41,""
server_17,21:43:10,21:43:40,58.68,68.22,""
server_17,21:43:20,21:43:50,63.32,57.45,""
server_17,21:43:30,21:44:00,64.81,55.77,""
server_17,21:43:40,21:44:10,54.35,46.07,""
server_17,21:43:50,21:44:20,61.05,63.65,""
server_17,21:44:00,21:44:30,48.98,54.13,""
server_17,21:44:10,21:44:40,42.84,62.24,""
server_17,21:44:20,21:44:50,41.29,51.96,""
server_17,21:44:30,21:45:00,56.1,46.76,""
server_17,21:44:40,21:45:10,64.15,41.48,""
server_17,21:44:50,21:45:20,53.79,46.76,""
server_17,21:45:00,21:45:30,48.13,53.55,""
server_17,21:45:10,21:45:40,52.11,60.59,""
server_17,21:45:20,21:45:50,44.43,63.71,""
server_17,21:45:30,21:46:00,50.88,63.34,""
server_17,21:45:40,21:46:10,58.56,68.82,""
server_17,21:45:50,21:46:20,76.34,71.76,CPU spike suspected
server_17,21:46:00,21:46:30,68.33,65.58,""
server_17,21:46:10,21:46:40,56.89,56.79,""
server_17,21:46:20,21:46:50,49.86,38.49,""
server_17,21:46:30,21:47:00,53.7,44.61,""
server_17,21:46:40,21:47:10,53.47,41.6,""
server_17,21:46:50,21:47:20,63.22,60.03,""
server_17,21:47:00,21:47:30,63.47,68.44,""
server_17,21:47:10,21:47:40,76.53,56.56,CPU spike suspected
server_17,21:47:20,21:47:50,73.16,45.42,""
server_17,21:47:30,21:48:00,77.33,41.22,CPU spike suspected
server_17,21:47:40,21:48:10,65.78,56.22,""
server_17,21:47:50,21:48:20,65.03,52.99,""
server_17,21:48:00,21:48:30,59.44,39.16,""
server_17,21:48:10,21:48:40,58.21,36.76,""
server_17,21:48:20,21:48:50,57.62,53.39,""
server_17,21:48:30,21:49:00,59.23,60.95,""
server_17,21:48:40,21:49:10,55.13,54.85,""
server_17,21:48:50,21:49:20,48.88,46.57,""
server_17,21:49:00,21:49:30,52.45,45.13,""
server_17,21:49:10,21:49:40,45.69,54.83,""
server_17,21:49:20,21:49:50,49.54,58.43,""
server_17,21:49:30,21:50:00,45.68,64.39,""
server_17,21:49:40,21:50:10,57.71,61.79,""
server_17,21:49:50,21:50:20,60.89,67.33,""
server_17,21:50:00,21:50:30,52.8,55.8,""
server_17,21:50:10,21:50:40,62.44,63.14,""
server_17,21:50:20,21:50:50,46.88,51.21,""
server_17,21:50:30,21:51:00,40.57,73.33,""
server_17,21:50:40,21:51:10,29.66,65.69,""
server_17,21:50:50,21:51:20,40.31,68.97,""
server_17,21:51:00,21:51:30,61.2,57.52,""
server_17,21:51:10,21:51:40,63.71,55.75,""
server_17,21:51:20,21:51:50,66.25,45.72,""
server_17,21:51:30,21:52:00,58.2,41.53,""
server_17,21:51:40,21:52:10,62.19,44.83,""
server_17,21:51:50,21:52:20,62.42,59.01,""
server_17,21:52:00,21:52:30,64.51,63.55,""
server_17,21:52:10,21:52:40,63.56,66.86,""
server_17,21:52:20,21:52:50,66.45,68.81,""
server_17,21:52:30,21:53:00,60.44,64.58,""
server_17,21:52:40,21:53:10,44.33,61.81,""
server_17,21:52:50,21:53:20,29.02,58.26,""
server_17,21:53:00,21:53:30,29.01,53.69,""
server_17,21:53:10,21:53:40,36.32,50.61,""
server_17,21:53:20,21:53:50,51.43,54.21,""
server_17,21:53:30,21:54:00,55.03,58.89,""
server_17,21:53:40,21:54:10,65.11,50.87,""
server_17,21:53:50,21:54:20,51.94,49.86,""
server_17,21:54:00,21:54:30,61.35,57.06,""
server_17,21:54:10,21:54:40,52.52,63.25,""
server_17,21:54:20,21:54:50,53.73,53.24,""
server_17,21:54:30,21:55:00,45.48,38.19,""
server_17,21:54:40,21:55:10,50.76,43.5,""
server_17,21:54:50,21:55:20,57.19,43.82,""
server_17,21:55:00,21:55:30,62.11,48.29,""
server_17,21:55:10,21:55:40,58.46,40.4,""
